Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
CHACO,Sargento Cabral,Colonia Elisa,,,,,SI,SI,SI,,SI
CHACO,Sargento Cabral,Colonias Unidas,,,,SI,SI,SI,SI,SI,
CHACO,Sargento Cabral,Ingeniero Barbet,,,,,,,,,
CHACO,Sargento Cabral,Las Garcitas,,,,,SI,SI,SI,SI,SI
CHACO,Tapenaga,Charadai,,,,SI,SI,SI,SI,,SI
CHACO,Tapenaga,Cote Lai,,,,,SI,,SI,,
CHACO,Tapenaga,Haumonia,,,,,,,,,
CHACO,Tapenaga,Horquilla,,,,,,,,,
CHACO,Tapenaga,La Sabana,,,,,,,,,
CHUBUT,Biedma,Arroyo Verde,,,,,,,,,SI
CHUBUT,Biedma,Puerto Madryn,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHUBUT,Biedma,Puerto Piramide,,,,,SI,SI,SI,SI,SI
CHUBUT,Biedma,Quinta El Mirador,,,,,SI,SI,,SI,
CORDOBA,Cruz del Eje,Cruz del Eje,SI,SI,,SI,SI,SI,SI,SI,
CORDOBA,Cruz del Eje,El Brete,,,,SI,,,,SI,
CORDOBA,Cruz del Eje,El Rincon,,,,,,,,,
CORDOBA,Cruz del Eje,Guanaco Muerto,,,,,,,,SI,
CORDOBA,Cruz del Eje,La Banda,,,,,,,,,SI
CORDOBA,Cruz del Eje,La Batea,,,,,,,,SI,
CORDOBA,Cruz del Eje,La Higuera,SI,,,,SI,,SI,SI,
CORDOBA,Cruz del Eje,Las Cañadas,,,,,,,,,
CORDOBA,Cruz del Eje,Las Playas,,,,SI,,,,SI,
CORDOBA,Cruz del Eje,Los Chañaritos,,,,SI,,,,SI,
CORDOBA,Cruz del Eje,Media Naranja,,,,,,,,SI,
CORDOBA,Cruz del Eje,Paso Viejo,SI,,,,SI,SI,SI,SI,
CORDOBA,Cruz del Eje,San Marcos Sierra,,SI,,SI,SI,SI,SI,SI,
CORDOBA,Cruz del Eje,Serrezuela,SI,,,SI,SI,SI,SI,SI,
CORDOBA,Cruz del Eje,Tuclame,,,,,,,,SI,
BUENOS AIRES,General Pueyrredon,Chapadmalal,SI,,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Pueyrredon,El Marquesado,,,,,,,SI,SI,
BUENOS AIRES,General Pueyrredon,Estacion Camet,,,,,SI,SI,,,
BUENOS AIRES,General Pueyrredon,Estacion Chapadmalal,SI,,,SI,SI,SI,,SI,SI
BUENOS AIRES,General Pueyrredon,Mar del Plata,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Pueyrredon,Punta Mogotes,,,,,SI,SI,,,
BUENOS AIRES,General Pueyrredon,Sierra de los Padres,SI,,,SI,SI,SI,SI,SI,
BUENOS AIRES,General Rodriguez,Barrio Ruta 24 Kilometro 10,,,,SI,SI,SI,,,
BUENOS AIRES,General Rodriguez,Country Club Bosque Real - Barrio Morabo,,,,,SI,SI,,,
CABA,COMUNA 05,ALMAGRO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHUBUT,Escalante,Comodoro Rivadavia,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHUBUT,Escalante,Diadema Argentina,,,,,SI,SI,,SI,
CHUBUT,Escalante,Km. 11 - Cuarteles,,,,,,,,,
CHUBUT,Escalante,KM. 3 - General Mosconi,,,,,SI,SI,,,
CHUBUT,Escalante,KM. 5 - Presidente Ortiz,,,,,,,,,
CHUBUT,Escalante,KM. 8 - Don Bosco,,,,,SI,SI,,,
CABA,COMUNA 05,BOEDO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHUBUT,Escalante,Rada Tilly,SI,SI,SI,SI,SI,SI,SI,SI,
CHUBUT,Florentino Ameghino,Camarones,,,,,SI,,SI,SI,SI
CHUBUT,Florentino Ameghino,Garayalde,,,,,,,,SI,
CHUBUT,Futaleufu,Aldea Escolar,,,,,,,SI,,SI
CHUBUT,Futaleufu,Corcovado,,,SI,,,,SI,,SI
CHUBUT,Futaleufu,Esquel,SI,SI,SI,,SI,SI,SI,SI,SI
BUENOS AIRES,Mar Chiquita,General Piran,,,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Mar Chiquita,La Armonia,,,,,SI,SI,,SI,
BUENOS AIRES,Mar Chiquita,La Baliza,,,,,SI,SI,,,
BUENOS AIRES,Mar Chiquita,La Caleta,,,,,,,,SI,
BUENOS AIRES,Mar Chiquita,Mar Chiquita,,,,,SI,SI,SI,,
BUENOS AIRES,Mar Chiquita,Mar de Cobo,SI,,SI,SI,,,SI,,
BUENOS AIRES,Mar Chiquita,Playa Dorada,,,,,SI,SI,,SI,
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,SI,,,SI,SI,SI,,SI,
BUENOS AIRES,Mar Chiquita,Santa Elena,,,,,,,,,
BUENOS AIRES,Mar Chiquita,Vivorata,,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Marcos Paz,Barrio Santa Rosa,,,,,SI,,,,
BUENOS AIRES,Marcos Paz,Marcos Paz,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Mercedes,Goldney,,,,,,,,,
BUENOS AIRES,Benito Juarez,Benito Juarez (Est. Juarez),SI,,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Benito Juarez,Lopez,,,,SI,,,,SI,
BUENOS AIRES,Benito Juarez,Tedin Uriburu,,,,,SI,SI,,,
BUENOS AIRES,Benito Juarez,Villa Cacique (Est. Alfredo Fortabat),,,,SI,SI,SI,,SI,SI
BUENOS AIRES,Berazategui,Berazategui,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Berazategui,Berazategui Oeste,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Berazategui,Carlos Tomas Sourigues,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Berazategui,Centro Agricola El Pato,SI,SI,,,SI,SI,SI,SI,
CORDOBA,Totoral,Sarmiento,SI,,,,,,SI,,
CORDOBA,Totoral,Simbolar,,,,,,,SI,,
BUENOS AIRES,Berazategui,Guillermo E. Hudson,SI,SI,SI,SI,SI,SI,SI,,
BUENOS AIRES,Berazategui,Juan Maria Gutierrez,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Berazategui,Pereyra,SI,SI,SI,SI,SI,,SI,,
BUENOS AIRES,Berazategui,Platanos,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Berazategui,Ranelagh,SI,SI,SI,SI,SI,SI,SI,,SI
BUENOS AIRES,Berazategui,Villa España,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Berisso,Barrio Banco Provincia,,,,,SI,,,,
BUENOS AIRES,Berisso,Barrio El Carmen (Este),,,,SI,SI,SI,,SI,
BUENOS AIRES,Berisso,Barrio Universitario,,,,,SI,SI,,,
ENTRE RIOS,Colon,El Colorado,,,,,SI,SI,,,SI
ENTRE RIOS,Colon,Hambis,,,,,,,,SI,
BUENOS AIRES,General Pinto,General Pinto,,,SI,,SI,SI,SI,,SI
BUENOS AIRES,General Pinto,Germania (Est. Mayor Jose Orellano),SI,,,,SI,SI,,,
BUENOS AIRES,General Pinto,Gunther,,,,,,SI,,,
BUENOS AIRES,General Pinto,Villa Francia (Est. Coronel Granada),,,,SI,SI,,SI,,SI
BUENOS AIRES,General Pinto,Villa Roth (Est. Ingeniero Balbin),,,,,,,,,
BUENOS AIRES,General Pueyrredon,Barrio Colinas Verdes,,,,,SI,SI,,SI,
BUENOS AIRES,General Pueyrredon,Barrio El Boqueron,,,,,SI,,,SI,
BUENOS AIRES,General Pueyrredon,Barrio El Casal,,,,,,,,SI,
BUENOS AIRES,General Pueyrredon,Barrio El Coyunco,,,,SI,SI,SI,,SI,
BUENOS AIRES,General Pueyrredon,Barrio La Gloria,,,,,SI,SI,,SI,
BUENOS AIRES,General Pueyrredon,Barrio Santa Paula,,,,SI,SI,SI,,SI,SI
BUENOS AIRES,General Pueyrredon,Batan,SI,,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General Pueyrredon,Camet,SI,,,SI,SI,SI,SI,SI,
ENTRE RIOS,Colon,Hocker,,,,,SI,,,SI,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogues,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,,SI,,SI,,,,SI,
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Mar Chiquita,Atlantida,,,,,SI,SI,,,
BUENOS AIRES,Mar Chiquita,Camet Norte,,,,,SI,SI,,,
BUENOS AIRES,Mar Chiquita,Coronel Vidal,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Mar Chiquita,Frente Mar,,,,,SI,SI,,,
BUENOS AIRES,San Miguel,San Miguel,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,San Nicolas,Campos Salles,,,,,,,,,
BUENOS AIRES,San Nicolas,Conesa,SI,,,,SI,SI,SI,,SI
BUENOS AIRES,San Nicolas,Erezcano,,,,,,,,SI,
BUENOS AIRES,San Nicolas,General Rojo,,,,SI,SI,SI,SI,,SI
BUENOS AIRES,San Nicolas,La Emilia,,,,,SI,SI,,,
BUENOS AIRES,San Nicolas,San Nicolas de los Arroyos,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,San Nicolas,Villa Campi,,,,,,SI,,,
BUENOS AIRES,San Nicolas,Villa Canto,,,,,SI,SI,,,
BUENOS AIRES,San Nicolas,Villa Esperanza,,,,,,,,,
BUENOS AIRES,San Nicolas,Villa Riccio,,,,,,,,,
BUENOS AIRES,San Pedro,Gobernador Castro,,,,,SI,SI,,,
BUENOS AIRES,San Pedro,Ingeniero Moneta,,,,,,,,,
BUENOS AIRES,San Pedro,Obligado,,,,,SI,,,,
BUENOS AIRES,San Pedro,Pueblo Doyle,,,,,,,,,
BUENOS AIRES,San Pedro,Rio Tala,,,,SI,SI,SI,,,
BUENOS AIRES,San Pedro,San Pedro,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,San Pedro,Santa Lucia,,,,SI,SI,SI,SI,,SI
BUENOS AIRES,San Vicente,Alejandro Korn,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,San Vicente,Domselaar,,SI,,,SI,SI,SI,SI,
BUENOS AIRES,San Vicente,San Vicente,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Suipacha,General Rivas,SI,,,,SI,,SI,SI,
BUENOS AIRES,Suipacha,Suipacha,SI,,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Tandil,De la Canal,,,,,,,,SI,
CABA,COMUNA 04,PARQUE PATRICIOS,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHUBUT,Gaiman,Gaiman,SI,,SI,SI,SI,SI,SI,,SI
CHUBUT,Gastre,Blancuntre,,,,,,,SI,,SI
CHUBUT,Gastre,El Escorial,,,,,,,SI,,SI
CHUBUT,Gastre,Gastre,,,,,SI,,SI,SI,
CHUBUT,Gastre,Lagunita Salada,,,,,,,SI,SI,SI
CHUBUT,Gastre,Yala Laubat,,,,,,,,,SI
CHUBUT,Languiñeo,Aldea Epulef,,,,,,,SI,SI,SI
CHUBUT,Languiñeo,Carrenleufu,,,,,,,SI,,SI
ENTRE RIOS,Colon,Hocker,,,,,SI,,,,
CABA,COMUNA 10,MONTE CASTRO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Rio Cuarto,Coronel Moldes,SI,,,,SI,SI,SI,,
CORDOBA,Rio Cuarto,Elena,SI,,,SI,SI,SI,SI,SI,
CORDOBA,Rio Cuarto,La Carolina,SI,,,,,SI,SI,SI,SI
CORDOBA,Rio Cuarto,La Cautiva,,,,,SI,,SI,,
CORDOBA,Rio Cuarto,La Gilda,,,,,,,,,
CORDOBA,Rio Cuarto,Las Acequias,SI,,,SI,SI,SI,SI,,
CABA,COMUNA 13,BELGRANO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CHUBUT,Languiñeo,Colan Conhue,,,,,,,SI,SI,SI
CHUBUT,Languiñeo,Paso del Sapo,,,,,,,SI,SI,SI
CHUBUT,Languiñeo,Tecka,,,,,,,SI,,SI
CHUBUT,Martires,El Mirasol,,,,,,,,,SI
CHUBUT,Martires,Las Plumas,,,,,,,SI,,SI
CHUBUT,Paso de Indios,Cerro Condor,,SI,,,,,SI,,SI
CHUBUT,Paso de Indios,Los Altares,,,,,,,SI,SI,SI
CHUBUT,Paso de Indios,Paso de Indios,,,,,SI,,SI,,SI
CHUBUT,Rawson,Playa Magagna,,SI,,,,,,SI,
BUENOS AIRES,Bragado,Bragado,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Bragado,Comodoro Py,,,,SI,SI,SI,,SI,
BUENOS AIRES,Bragado,General O'Brien,SI,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Bragado,Irala,,SI,,,SI,,SI,SI,
BUENOS AIRES,Bragado,La Limpia,,,,,,,,,
BUENOS AIRES,Bragado,Maximo Fernandez (Est. Juan F. Salaberry),,,,,,,,,
BUENOS AIRES,Bragado,Mechita (Est. Mecha),SI,SI,,,,,,SI,
BUENOS AIRES,Bragado,Olascoaga,,,,,,,,SI,
BUENOS AIRES,Bragado,Warnes,SI,,,,,,,SI,
BUENOS AIRES,Brandsen,Altamirano,,,,,SI,,SI,,
BUENOS AIRES,Brandsen,Barrio El Mirador,,,,,SI,SI,,,
BUENOS AIRES,Brandsen,Barrio Las Golondrinas,,,,,SI,SI,,,
BUENOS AIRES,Brandsen,Barrio Los Bosquecitos,,,,,,,,,
BUENOS AIRES,Brandsen,Barrio Parque Las Acacias,,,,,,,,,
BUENOS AIRES,Brandsen,Campos de Roca,,,,,SI,SI,,,
BUENOS AIRES,Brandsen,Club de Campo Las Malvinas,,,,,,,,,
ENTRE RIOS,Parana,Pueblo Moreno,,,,,,,,,
RIO NEGRO,General Roca,Barrio Union,,,,,,,,SI,
BUENOS AIRES,Brandsen,Coronel Brandsen,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Brandsen,Gomez,,,,,SI,,SI,,
BUENOS AIRES,Brandsen,Jeppener,SI,,,SI,SI,SI,SI,,
BUENOS AIRES,Brandsen,Oliden,,,,,SI,,SI,,
BUENOS AIRES,Brandsen,Posada de los Lagos,,,,,SI,SI,,,
BUENOS AIRES,Brandsen,Samborombon,,,,,,,,,
BUENOS AIRES,Campana,Alto Los Cardales,,,,SI,SI,SI,,SI,
BUENOS AIRES,Campana,Barrio Los Pioneros,,,,,SI,SI,,SI,
BUENOS AIRES,Campana,Campana,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Campana,Chacras del Rio Lujan,,,,,SI,SI,,SI,
BUENOS AIRES,Campana,Lomas del Rio Lujan (Est. Rio Lujan),,SI,,,SI,SI,,,
BUENOS AIRES,General Rodriguez,General Rodriguez,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General San Martin,Barrio Parque General San Martin,,,SI,SI,SI,,SI,SI,
BUENOS AIRES,General San Martin,Billinghurst,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,General San Martin,Ciudad Del Libertador General San Martin,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,General San Martin,Ciudad Jardin El Libertador,,SI,,,SI,SI,SI,,
BUENOS AIRES,General San Martin,Va Ma Irene De Los Remedios De Escalada,,SI,,,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Ayacucho,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Ballester,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,General San Martin,Villa Bernardo Monteagudo,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Chacabuco,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Coronel Jose M. Zapiola,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa General Antonio J. De Sucre,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa General Eugenio Necochea,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa General Jose Tomas Guido,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa General Juan G. Las Heras,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Godoy Cruz,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Granaderos De San Martin,,SI,,SI,SI,SI,,SI,
BUENOS AIRES,General San Martin,Villa Gregoria Matorras,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Jose Leon Suarez,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Mercedes,Gowland,,,,SI,SI,SI,,SI,
BUENOS AIRES,Mercedes,Jorge Born,,,,,,,,SI,
BUENOS AIRES,Mercedes,Mercedes,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Mercedes,Tomas Jofre,,,,,,,,,
BUENOS AIRES,Merlo,Libertad,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Merlo,Mariano Acosta,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Merlo,Merlo,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Merlo,Pontevedra,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Merlo,San Antonio De Padua,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Monte,Abbott,,,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Monte,San Miguel del Monte (Est. Monte),SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Monte,Zenon Videla Dorna,,,,,SI,,,,
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,SI,,,SI,SI,SI,SI,,
BUENOS AIRES,Monte Hermoso,Monte Hermoso,SI,,,SI,SI,SI,SI,,
BUENOS AIRES,Moreno,Cuartel V,,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Moreno,Francisco Alvarez,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Tigre,Don Torcuato Este,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Tigre,Don Torcuato Oeste,,,,,SI,SI,,SI,
BUENOS AIRES,Tigre,El Talar,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tigre,General Pacheco,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tigre,Los Troncos Del Talar,SI,SI,,SI,SI,SI,SI,,SI
BUENOS AIRES,Tigre,Nordelta,,SI,,SI,SI,SI,SI,,
RIO NEGRO,Ñorquinco,Mamuel Choique,,,,SI,,,SI,,
RIO NEGRO,Ñorquinco,Ñorquinco,,,,,,,SI,,SI
RIO NEGRO,Ñorquinco,Ojos de Agua,,,,,,,SI,,
BUENOS AIRES,Tigre,Ricardo Rojas,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Tigre,Rincon de Milberg,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Tigre,Tigre,SI,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tordillo,General Conesa,SI,SI,,,SI,SI,SI,SI,
BUENOS AIRES,Tordillo,Villa Roch,,,,,SI,SI,,SI,
BUENOS AIRES,Tornquist,Chasico,,,,,,,SI,,
BUENOS AIRES,Tornquist,Saldungaray,SI,,,,SI,SI,SI,,
BUENOS AIRES,Tornquist,Sierra de la Ventana,,SI,,SI,SI,SI,SI,,
RIO NEGRO,Ñorquinco,Rio Chico (Est. Cerro Mesa),,,,,,,SI,,SI
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,,,,SI,,,,,
BUENOS AIRES,Cañuelas,Alejandro Petion,SI,SI,SI,,SI,SI,SI,SI,
BUENOS AIRES,Cañuelas,Barrio Belgrano-Maximo Paz,,,,,SI,SI,,SI,
BUENOS AIRES,Cañuelas,Barrio El Taladro,,,,,SI,,,SI,
BUENOS AIRES,Cañuelas,Cañuelas,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Cañuelas,Gobernador Udaondo,,,,,SI,,,SI,
BUENOS AIRES,Cañuelas,Maximo Paz,,SI,,SI,,,,SI,
BUENOS AIRES,Cañuelas,Santa Rosa,,,,,SI,SI,,SI,SI
BUENOS AIRES,Cañuelas,Uribelarrea,SI,,,SI,SI,SI,SI,SI,
BUENOS AIRES,Cañuelas,Vicente Casares,SI,,SI,,SI,SI,SI,SI,
BUENOS AIRES,Capitan Sarmiento,Capitan Sarmiento,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Capitan Sarmiento,La Luisa,,,,,,,,SI,
BUENOS AIRES,Carlos Casares,Bellocq,,,SI,,,,SI,,
BUENOS AIRES,General San Martin,Villa Juan Martin De Pueyrredon,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Libertad,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Lynch,SI,SI,,SI,SI,SI,SI,,
BUENOS AIRES,General San Martin,Villa Maipu,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,General San Martin,Villa Marques Alejandro Maria De Aguado,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Parque Pres Figueroa Alcorta,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa Parque San Lorenzo,,SI,,SI,SI,SI,,,
BUENOS AIRES,General San Martin,Villa San Andres,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,General San Martin,Villa Yapeyu,,SI,,SI,SI,SI,,,
BUENOS AIRES,General Viamonte,Baigorrita,SI,,,,SI,,SI,SI,
BUENOS AIRES,General Viamonte,La Delfina,,,,,,,,,
BUENOS AIRES,Moreno,La Reja,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Moreno,Moreno,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Moreno,Paso Del Rey,,SI,,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Moreno,Trujui,SI,SI,SI,SI,SI,SI,SI,SI,
BUENOS AIRES,Moron,Castelar,SI,SI,,SI,SI,SI,SI,SI,
BUENOS AIRES,Moron,El Palomar,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Tornquist,Tornquist,SI,SI,,SI,SI,SI,SI,,SI
BUENOS AIRES,Tornquist,Tres Picos,,,,,SI,,,,
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,,SI,,,,,,,
BUENOS AIRES,Tornquist,Villa Ventana,SI,,,,SI,,SI,,
BUENOS AIRES,Trenque Lauquen,30 de Agosto,,SI,,SI,SI,SI,SI,,
BUENOS AIRES,Trenque Lauquen,Berutti,,,,SI,SI,SI,SI,,
BUENOS AIRES,Trenque Lauquen,Girodias,SI,,,,,,SI,SI,
BUENOS AIRES,Trenque Lauquen,La Carreta,,,,,,,,SI,
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,SI,SI,SI,SI,SI,SI,SI,SI,SI
BUENOS AIRES,Trenque Lauquen,Tronge,,,,,,,,SI,
BUENOS AIRES,Tres Arroyos,Balneario Orense,,,,,SI,SI,,,
JUJUY,San Antonio,Los Alisos,SI,,,,,,,,
CABA,COMUNA 01,MONSERRAT,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Calamuchita,La Cumbrecita,,,,,SI,SI,,SI,
CORDOBA,Calamuchita,Las Bajadas,,,,,SI,,,SI,
CORDOBA,Calamuchita,Las Caleras,,,,,,,SI,SI,
CORDOBA,Calamuchita,Los Condores,SI,,,,SI,SI,SI,SI,SI
CORDOBA,Calamuchita,Los Molinos,,,,,,,,SI,
CORDOBA,Calamuchita,Los Reartes,SI,,,SI,SI,SI,SI,SI,SI
CABA,COMUNA 06,CABALLITO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Rio Primero,La Puerta,,,,SI,SI,SI,SI,SI,
CORDOBA,Rio Primero,La Quinta,,,,,,,,SI,
CORDOBA,Rio Primero,Las Gramillas,,,,,SI,,SI,,
CORDOBA,Rio Primero,Las Saladas,,,,,,,SI,,
CORDOBA,Rio Primero,Maquinista Gallini,,,,,,,,,
CORDOBA,Rio Primero,Monte del Rosario,,,,,,,,,
CORDOBA,Rio Primero,Montecristo,SI,,,SI,SI,SI,SI,SI,SI
CORDOBA,Rio Primero,Obispo Trejo,,,,,SI,SI,,,
CABA,COMUNA 10,VILLA LURO,SI,SI,SI,SI,SI,SI,SI,SI,SI
CORDOBA,Totoral,Sinsacate,SI,,,SI,SI,SI,SI,SI,
CORDOBA,Totoral,Villa del Totoral,SI,,,SI,SI,SI,SI,SI,
CORDOBA,Tulumba,Cerro Colorado,,,,,,,,,
CORDOBA,Tulumba,Churqui Cañada,,,,,,,,,
CORDOBA,Tulumba,El Rodeo,,,,,,,,,
CORDOBA,Tulumba,El Tuscal,,,,,,,,,
CORDOBA,Tulumba,Las Arrias,SI,,,,SI,SI,SI,,
CABA,COMUNA 14,PALERMO,SI,SI,SI,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Diamante,Aldea Valle Maria,,,,SI,SI,,SI,SI,
ENTRE RIOS,Diamante,Colonia Ensayo,,,,,,,SI,SI,
ENTRE RIOS,Diamante,Costa Grande,,,,,,,,,
ENTRE RIOS,Diamante,Diamante,SI,SI,,,SI,SI,SI,SI,
ENTRE RIOS,Diamante,Estacion Camps,,,,,,,SI,SI,
ENTRE RIOS,Diamante,Estacion Puiggari,,,,,,,,,
ENTRE RIOS,Diamante,General Alvear,,,,,SI,,SI,SI,
ENTRE RIOS,Diamante,General Racedo,,,,,SI,,SI,SI,
FORMOSA,Formosa,Formosa,SI,SI,,SI,SI,SI,SI,SI,SI
FORMOSA,Formosa,Gran Guardia,,,,,SI,,SI,SI,
FORMOSA,Formosa,Mariano Boedo,,,,,,,,SI,
FORMOSA,Formosa,Mojon de Fierro,,,,,SI,SI,,SI,SI
FORMOSA,Formosa,San Hilario,,,,,SI,,,SI,SI
FORMOSA,Formosa,Villa del Carmen,,,,SI,SI,SI,,SI,SI
FORMOSA,Formosa,Villa Trinidad,,,,,,,,,
FORMOSA,Laishi,Banco Payagua,,,,,,,,SI,
FORMOSA,Laishi,General Lucio Victorio Mansilla,SI,,,,SI,,SI,SI,SI
FORMOSA,Laishi,Herradura,,,,,SI,,SI,SI,
FORMOSA,Laishi,San Francisco de Laishi,,,,,SI,SI,SI,SI,SI
FORMOSA,Laishi,Tatane,,,,,SI,,,SI,
FORMOSA,Laishi,Villa Escolar,,,,,,,,SI,
LA PAMPA,Quemu Quemu,Quemu Quemu,,,SI,SI,SI,SI,SI,SI,SI
LA PAMPA,Quemu Quemu,Relmo,,,,,,SI,,,
LA PAMPA,Quemu Quemu,Villa Mirasol,,,,,,,SI,SI,
LA PAMPA,Rancul,Caleufu,,SI,,SI,SI,,SI,,SI
LA PAMPA,Rancul,Ingeniero Foster,,,,,,,,,
LA PAMPA,Rancul,La Maruja,,SI,,,,,SI,,SI
LA PAMPA,Rancul,Parera,,,,SI,SI,SI,SI,SI,SI
LA PAMPA,Rancul,Pichi Huinca,,,,SI,,,SI,,
LA PAMPA,Rancul,Quetrequen,,,,SI,,,SI,SI,SI
LA PAMPA,Rancul,Rancul,,,,SI,SI,,SI,SI,SI
